Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3354-9301-2022-24839,"Jul 2, 2021",9:25:06 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,WA,98597,USD,-0.82,0.842850,EUR,-0.69
GPA.3302-6409-5863-53679,"Jul 3, 2021",4:27:47 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,heroqltespr,US,ID,83709,USD,1.99,0.842850,EUR,1.68
GPA.3302-6409-5863-53679,"Jul 3, 2021",4:27:47 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,heroqltespr,US,ID,83709,USD,-0.30,0.842850,EUR,-0.25
GPA.3365-4575-8415-63022,"Jul 3, 2021",5:16:30 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,a5y17ltecan,CA,ON,N2E 4A5,CAD,2.49,0.684020,EUR,1.70
GPA.3365-4575-8415-63022,"Jul 3, 2021",5:16:30 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,a5y17ltecan,CA,ON,N2E 4A5,CAD,-0.37,0.684020,EUR,-0.25
GPA.3389-8940-0332-72343,"Jul 3, 2021",6:00:25 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus9Pro,US,NC,27028,USD,5.49,0.842850,EUR,4.63
GPA.3389-8940-0332-72343,"Jul 3, 2021",6:00:25 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus9Pro,US,NC,27028,USD,-0.82,0.842850,EUR,-0.69
GPA.3390-8028-7805-87419,"Jul 3, 2021",10:35:54 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7topeltetfnvzw,US,MT,59404,USD,3.49,0.842850,EUR,2.94
GPA.3390-8028-7805-87419,"Jul 3, 2021",10:35:54 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7topeltetfnvzw,US,MT,59404,USD,-0.52,0.842850,EUR,-0.44
GPA.3376-3067-7831-53363,"Jul 3, 2021",11:29:04 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,AB,T2Y 4S7,CAD,7.49,0.684020,EUR,5.12
GPA.3376-3067-7831-53363,"Jul 3, 2021",11:29:04 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,AB,T2Y 4S7,CAD,-1.12,0.684020,EUR,-0.77
GPA.3382-9681-9590-59137,"Jul 3, 2021",1:59:48 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qlteue,US,IL,60345,USD,5.49,0.842850,EUR,4.63
GPA.3382-9681-9590-59137,"Jul 3, 2021",1:59:48 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qlteue,US,IL,60345,USD,-0.82,0.842850,EUR,-0.69
GPA.3367-3415-0235-59711,"Jul 3, 2021",2:03:02 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWMAR,DE,,31311,EUR,3.56,1.000000,EUR,3.56
GPA.3310-7838-0177-05799,"Jul 3, 2021",3:08:53 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,gta4xlwifi,US,NM,87113,USD,1.99,0.842850,EUR,1.68
GPA.3310-7838-0177-05799,"Jul 3, 2021",3:08:53 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,gta4xlwifi,US,NM,87113,USD,-0.30,0.842850,EUR,-0.25
GPA.3360-1710-6310-70411,"Jul 3, 2021",3:24:23 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ocean,US,TX,78666,USD,3.49,0.842850,EUR,2.94
GPA.3360-1710-6310-70411,"Jul 3, 2021",3:24:23 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ocean,US,TX,78666,USD,-0.52,0.842850,EUR,-0.44
GPA.3364-6059-0641-17837,"Jul 3, 2021",4:16:17 PM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,a11q,US,FL,34285,USD,2.49,0.842850,EUR,2.10
GPA.3364-6059-0641-17837,"Jul 3, 2021",4:16:17 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,a11q,US,FL,34285,USD,-0.37,0.842850,EUR,-0.31
GPA.3341-7592-6063-63277,"Jul 3, 2021",4:16:36 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,a11q,US,FL,34285,USD,1.99,0.842850,EUR,1.68
GPA.3341-7592-6063-63277,"Jul 3, 2021",4:16:36 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,a11q,US,FL,34285,USD,-0.30,0.842850,EUR,-0.25
GPA.3356-0649-0117-45330,"Jul 3, 2021",4:37:50 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,IL,61101,USD,5.49,0.842850,EUR,4.63
GPA.3356-0649-0117-45330,"Jul 3, 2021",4:37:50 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,IL,61101,USD,-0.82,0.842850,EUR,-0.69
GPA.3396-6118-1265-90417,"Jul 3, 2021",5:04:22 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,AZ,85206,USD,3.49,0.842850,EUR,2.94
GPA.3396-6118-1265-90417,"Jul 3, 2021",5:04:22 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,AZ,85206,USD,-0.52,0.842850,EUR,-0.44
GPA.3328-9062-1092-54467,"Jul 3, 2021",6:06:26 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OP4C45L1,AU,VIC,3840,AUD,4.35,0.634390,EUR,2.76
GPA.3328-9062-1092-54467,"Jul 3, 2021",6:06:26 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OP4C45L1,AU,VIC,3840,AUD,-0.65,0.634390,EUR,-0.41
GPA.3392-9375-4562-87563,"Jul 3, 2021",8:16:15 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,UT,84042,USD,5.49,0.842850,EUR,4.63
GPA.3392-9375-4562-87563,"Jul 3, 2021",8:16:15 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,UT,84042,USD,-0.82,0.842850,EUR,-0.69
GPA.3365-7667-3117-90834,"Jul 3, 2021",10:53:58 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlusN10METRO,US,ID,83704,USD,3.49,0.842850,EUR,2.94
GPA.3365-7667-3117-90834,"Jul 3, 2021",10:53:58 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlusN10METRO,US,ID,83704,USD,-0.52,0.842850,EUR,-0.44
GPA.3316-0901-6739-98530,"Jul 4, 2021",4:20:49 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWVOG,GB,,NG318QT,GBP,1.84,1.165300,EUR,2.14
GPA.3362-3324-3507-84467,"Jul 4, 2021",4:22:11 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWVOG,GB,,NG318QT,GBP,2.97,1.165300,EUR,3.46
GPA.3369-1220-3796-58097,"Jul 4, 2021",7:22:26 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv1,US,VA,23069,USD,3.49,0.842850,EUR,2.94
GPA.3369-1220-3796-58097,"Jul 4, 2021",7:22:26 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv1,US,VA,23069,USD,-0.52,0.842850,EUR,-0.44
GPA.3329-7526-0007-05593,"Jul 4, 2021",1:38:02 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a10e,US,MO,63755,USD,5.49,0.842900,EUR,4.63
GPA.3329-7526-0007-05593,"Jul 4, 2021",1:38:02 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a10e,US,MO,63755,USD,-0.82,0.842900,EUR,-0.69
GPA.3329-8771-3616-29199,"Jul 4, 2021",1:52:30 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,MO,64866,USD,5.49,0.842900,EUR,4.63
GPA.3329-8771-3616-29199,"Jul 4, 2021",1:52:30 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,MO,64866,USD,-0.82,0.842900,EUR,-0.69
GPA.3398-3275-4415-50631,"Jul 4, 2021",1:53:14 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51,US,MO,64866,USD,3.49,0.842900,EUR,2.94
GPA.3398-3275-4415-50631,"Jul 4, 2021",1:53:14 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51,US,MO,64866,USD,-0.52,0.842900,EUR,-0.44
GPA.3338-7595-0999-57690,"Jul 4, 2021",2:42:52 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus7Pro,GB,,HP144RR,GBP,1.84,1.165600,EUR,2.14
GPA.3306-6800-6135-84144,"Jul 4, 2021",9:49:37 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqlteue,US,ID,83655,USD,3.49,0.843550,EUR,2.94
GPA.3306-6800-6135-84144,"Jul 4, 2021",9:49:37 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqlteue,US,ID,83655,USD,-0.52,0.843550,EUR,-0.44
GPA.3382-4016-9582-87311,"Jul 4, 2021",9:49:53 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqlteue,US,ID,83655,USD,5.49,0.843550,EUR,4.63
GPA.3382-4016-9582-87311,"Jul 4, 2021",9:49:53 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqlteue,US,ID,83655,USD,-0.82,0.843550,EUR,-0.69
GPA.3308-8977-8731-51257,"Jul 4, 2021",11:26:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,CA,90601,USD,5.49,0.843400,EUR,4.63
GPA.3308-8977-8731-51257,"Jul 4, 2021",11:26:11 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,CA,90601,USD,-0.82,0.843400,EUR,-0.69
GPA.3338-8416-3407-51148,"Jul 5, 2021",5:52:19 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7toplteatt,US,VA,22033,USD,5.49,0.841900,EUR,4.62
GPA.3338-8416-3407-51148,"Jul 5, 2021",5:52:19 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7toplteatt,US,VA,22033,USD,-0.82,0.841900,EUR,-0.69
GPA.3314-6955-6805-45904,"Jul 5, 2021",6:52:41 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8s,ZA,,7530,ZAR,43.47,0.059273,EUR,2.58
GPA.3314-6955-6805-45904,"Jul 5, 2021",6:52:41 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8s,ZA,,7530,ZAR,-6.52,0.059273,EUR,-0.39
GPA.3308-5555-2368-04985,"Jul 5, 2021",7:15:51 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,crownqltesq,US,OR,97424,USD,1.99,0.842900,EUR,1.68
GPA.3308-5555-2368-04985,"Jul 5, 2021",7:15:51 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,crownqltesq,US,OR,97424,USD,-0.30,0.842900,EUR,-0.25
