Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID
GPA.3362-4356-3474-16831,"Oct 3, 2021",11:27:39 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,NV,89431,USD,5.49,0.862300,EUR,4.73,,
GPA.3362-4356-3474-16831,"Oct 3, 2021",11:27:39 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,NV,89431,USD,-0.82,0.862300,EUR,-0.71,,
GPA.3339-4222-1544-00640,"Oct 4, 2021",1:04:46 AM PDT,,Charge refund,Full,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,0,,a21,US,TX,75216,USD,-3.49,0.849800,EUR,-2.97,,
GPA.3339-4222-1544-00640,"Oct 4, 2021",1:04:46 AM PDT,,Google fee refund,Full,Site Crawler,com.vansteinengroentjes.apps.sitecrawler,0,,a21,US,TX,75216,USD,0.52,0.849800,EUR,0.44,,
GPA.3330-2009-0507-18435,"Oct 4, 2021",11:51:43 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,d2q,CA,ON,L9M0P5,CAD,7.49,0.684100,EUR,5.12,,
GPA.3330-2009-0507-18435,"Oct 4, 2021",11:51:43 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,d2q,CA,ON,L9M0P5,CAD,-1.12,0.684100,EUR,-0.77,,
GPA.3334-0315-7998-99809,"Oct 4, 2021",7:06:35 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,TX,76541,USD,3.49,0.861150,EUR,3.01,,
GPA.3334-0315-7998-99809,"Oct 4, 2021",7:06:35 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,TX,76541,USD,-0.52,0.861150,EUR,-0.45,,
GPA.3376-2256-0868-19422,"Oct 5, 2021",3:25:56 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,gts7xl,US,NY,14141,USD,3.49,0.861850,EUR,3.01,,
GPA.3376-2256-0868-19422,"Oct 5, 2021",3:25:56 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,gts7xl,US,NY,14141,USD,-0.52,0.861850,EUR,-0.45,,
GPA.3303-3293-2940-67111,"Oct 6, 2021",1:03:34 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,NY,13440,USD,3.49,0.865750,EUR,3.02,,
GPA.3303-3293-2940-67111,"Oct 6, 2021",1:03:34 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,NY,13440,USD,-0.52,0.865750,EUR,-0.45,,
GPA.3344-4834-2754-91333,"Oct 6, 2021",3:24:03 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,bonito,US,IL,61352,USD,3.49,0.865350,EUR,3.02,,
GPA.3344-4834-2754-91333,"Oct 6, 2021",3:24:03 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,bonito,US,IL,61352,USD,-0.52,0.865350,EUR,-0.45,,
GPA.3399-7450-5043-73838,"Oct 6, 2021",3:45:44 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,VA,22025,USD,5.49,0.865350,EUR,4.75,,
GPA.3399-7450-5043-73838,"Oct 6, 2021",3:45:44 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,VA,22025,USD,-0.82,0.865350,EUR,-0.71,,
GPA.3399-0948-3476-94762,"Oct 6, 2021",9:55:01 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,star2qltesq,US,VT,05701,USD,5.49,0.865400,EUR,4.75,,
GPA.3399-0948-3476-94762,"Oct 6, 2021",9:55:01 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,star2qltesq,US,VT,05701,USD,-0.82,0.865400,EUR,-0.71,,
GPA.3357-7489-7745-00028,"Oct 6, 2021",9:55:15 PM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,star2qltesq,US,VT,05701,USD,3.49,0.865400,EUR,3.02,,
GPA.3357-7489-7745-00028,"Oct 6, 2021",9:55:15 PM PDT,,Google fee,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,star2qltesq,US,VT,05701,USD,-0.52,0.865400,EUR,-0.45,,
GPA.3368-7393-4937-25484,"Oct 6, 2021",11:57:56 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,NY,10304,USD,5.49,0.865400,EUR,4.75,,
GPA.3368-7393-4937-25484,"Oct 6, 2021",11:57:56 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,NY,10304,USD,-0.82,0.865400,EUR,-0.71,,
GPA.3327-0322-1526-89184,"Oct 7, 2021",1:24:44 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,RI,02895,USD,5.49,0.865600,EUR,4.75,,
GPA.3327-0322-1526-89184,"Oct 7, 2021",1:24:44 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,RI,02895,USD,-0.82,0.865600,EUR,-0.71,,
GPA.3315-2876-2581-54209,"Oct 7, 2021",1:24:57 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,z3q,US,RI,02895,USD,3.49,0.865600,EUR,3.02,,
GPA.3315-2876-2581-54209,"Oct 7, 2021",1:24:57 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,z3q,US,RI,02895,USD,-0.52,0.865600,EUR,-0.45,,
GPA.3376-8435-2246-54211,"Oct 7, 2021",2:05:23 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,surfna,US,MA,01027,USD,5.49,0.865500,EUR,4.75,,
GPA.3376-8435-2246-54211,"Oct 7, 2021",2:05:23 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,surfna,US,MA,01027,USD,-0.82,0.865500,EUR,-0.71,,
GPA.3371-3666-0275-33637,"Oct 7, 2021",2:05:37 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,surfna,US,MA,01027,USD,3.49,0.865500,EUR,3.02,,
GPA.3371-3666-0275-33637,"Oct 7, 2021",2:05:37 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,surfna,US,MA,01027,USD,-0.52,0.865500,EUR,-0.45,,
GPA.3360-8223-0226-18584,"Oct 7, 2021",2:08:25 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWVNS-H,IT,CO,22020,EUR,3.48,1.000000,EUR,3.48,,
GPA.3351-1220-6161-65558,"Oct 7, 2021",2:08:37 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWVNS-H,IT,CO,22020,EUR,2.08,1.000000,EUR,2.08,,
GPA.3339-0509-0502-68511,"Oct 7, 2021",2:43:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_I006D,DE,,99085,EUR,3.56,1.000000,EUR,3.56,,
GPA.3339-0509-0502-68511,"Oct 7, 2021",2:49:37 PM PDT,,Charge refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_I006D,DE,,99085,EUR,-3.56,1.000000,EUR,-3.56,,
GPA.3326-2046-2661-23010,"Oct 7, 2021",7:47:43 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,OH,45750,USD,3.49,0.865200,EUR,3.02,,
GPA.3326-2046-2661-23010,"Oct 7, 2021",7:47:43 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,OH,45750,USD,-0.52,0.865200,EUR,-0.45,,
GPA.3318-3705-4506-84092,"Oct 7, 2021",7:48:08 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,OH,45750,USD,5.49,0.865200,EUR,4.75,,
GPA.3318-3705-4506-84092,"Oct 7, 2021",7:48:08 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,OH,45750,USD,-0.82,0.865200,EUR,-0.71,,
GPA.3385-1347-6925-85377,"Oct 8, 2021",7:07:21 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a12u,US,IA,50702,USD,3.49,0.864100,EUR,3.02,,
GPA.3385-1347-6925-85377,"Oct 8, 2021",7:07:21 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a12u,US,IA,50702,USD,-0.52,0.864100,EUR,-0.45,,
GPA.3351-5843-8666-51765,"Oct 8, 2021",12:06:33 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWSNE,RU,Москва,117041,RUB,299.17,0.012027,EUR,3.60,,
GPA.3351-5843-8666-51765,"Oct 8, 2021",12:06:33 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWSNE,RU,Москва,117041,RUB,-44.88,0.012027,EUR,-0.54,,
GPA.3397-8912-1664-64171,"Oct 8, 2021",3:52:42 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,X606F,US,OH,43451,USD,3.49,0.864000,EUR,3.02,,
GPA.3397-8912-1664-64171,"Oct 8, 2021",3:52:42 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,X606F,US,OH,43451,USD,-0.52,0.864000,EUR,-0.45,,
GPA.3370-1084-1886-00134,"Oct 8, 2021",5:53:03 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a70q,DE,,72770,EUR,2.13,1.000000,EUR,2.13,,
GPA.3333-9197-1565-34061,"Oct 8, 2021",10:20:22 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta3xlwifi,MX,,45086,MXN,93.97,0.041738,EUR,3.92,,
GPA.3333-9197-1565-34061,"Oct 8, 2021",10:20:22 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta3xlwifi,MX,,45086,MXN,-14.10,0.041738,EUR,-0.59,,
GPA.3383-8486-5252-18906,"Oct 9, 2021",9:47:23 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,IN,46805,USD,5.49,0.864000,EUR,4.74,,
GPA.3383-8486-5252-18906,"Oct 9, 2021",9:47:23 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,IN,46805,USD,-0.82,0.864000,EUR,-0.71,,
GPA.3327-0920-8738-10853,"Oct 9, 2021",11:05:02 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,OR,97123,USD,3.49,0.864000,EUR,3.02,,
GPA.3327-0920-8738-10853,"Oct 9, 2021",11:05:02 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,OR,97123,USD,-0.52,0.864000,EUR,-0.45,,
GPA.3372-2369-1913-82695,"Oct 9, 2021",12:34:37 PM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,jeter,US,OK,74135,USD,3.49,0.864000,EUR,3.02,,
GPA.3372-2369-1913-82695,"Oct 9, 2021",12:34:37 PM PDT,,Google fee,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,jeter,US,OK,74135,USD,-0.52,0.864000,EUR,-0.45,,
GPA.3380-8922-7122-80021,"Oct 9, 2021",12:57:31 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh50lm,US,MI,48867,USD,5.49,0.864000,EUR,4.74,,
GPA.3380-8922-7122-80021,"Oct 9, 2021",12:57:31 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh50lm,US,MI,48867,USD,-0.82,0.864000,EUR,-0.71,,
GPA.3331-8569-6144-70773,"Oct 9, 2021",5:01:58 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,MI,48170,USD,5.49,0.864000,EUR,4.74,,
GPA.3331-8569-6144-70773,"Oct 9, 2021",5:01:58 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,MI,48170,USD,-0.82,0.864000,EUR,-0.71,,
GPA.3318-6351-4004-12225,"Oct 9, 2021",6:04:59 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,taimen,US,CO,80634,USD,5.49,0.864000,EUR,4.74,,
GPA.3318-6351-4004-12225,"Oct 9, 2021",6:04:59 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,taimen,US,CO,80634,USD,-0.82,0.864000,EUR,-0.71,,
GPA.3388-6233-8938-19365,"Oct 9, 2021",6:25:26 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,GA,31314,USD,3.49,0.864000,EUR,3.02,,
GPA.3388-6233-8938-19365,"Oct 9, 2021",6:25:26 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,GA,31314,USD,-0.52,0.864000,EUR,-0.45,,
GPA.3306-8364-4843-69220,"Oct 9, 2021",8:00:55 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_A006,US,TN,37167,USD,5.49,0.864000,EUR,4.74,,
GPA.3306-8364-4843-69220,"Oct 9, 2021",8:00:55 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_A006,US,TN,37167,USD,-0.82,0.864000,EUR,-0.71,,
GPA.3312-7208-0631-38777,"Oct 9, 2021",11:01:48 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Porto,US,ID,83202,USD,5.49,0.864000,EUR,4.74,,
GPA.3312-7208-0631-38777,"Oct 9, 2021",11:01:48 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Porto,US,ID,83202,USD,-0.82,0.864000,EUR,-0.71,,
GPA.3388-0230-6623-89371,"Oct 9, 2021",11:02:06 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Porto,US,ID,83202,USD,3.49,0.864000,EUR,3.02,,
GPA.3388-0230-6623-89371,"Oct 9, 2021",11:02:06 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Porto,US,ID,83202,USD,-0.52,0.864000,EUR,-0.45,,
