Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID
GPA.3317-3591-1997-45320,2021-11-02,1635856536,Charged,c2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.52,6.01,LACEY,WA,98513,US,,
GPA.3330-8078-7356-00429,2021-11-02,1635871133,Charged,r8q,Scheurkalender Live Wallpaper,com.droidbs.wallpaper.live.blockcalendar,paidapp,,EUR,0.98,0.21,1.19,,,,NL,,
GPA.3348-5523-5989-62135,2021-11-02,1635874667,Charged,a51,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.02,0.97,4.99,,,,FI,,
GPA.3350-6668-3559-13793,2021-11-02,1635876883,Charged,mh,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,MXN,56.03,8.97,65.00,,,97173,MX,,
GPA.3316-4155-7999-48545,2021-11-02,1635891665,Charged,denver,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.15,2.64,Oxford,MI,48370,US,,
GPA.3379-3502-3121-09726,2021-11-02,1635896042,Charged,a12u,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,COHASSET,MN,55721,US,,
GPA.3359-2856-6128-63012,2021-11-03,1635900432,Charged,beyond1,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,MXN,93.97,15.03,109.00,,,66070,MX,,
GPA.3399-5959-7681-41972,2021-11-03,1635900814,Charged,minsk,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,Sylacauga,AL,35150,US,,
GPA.3367-5804-5037-33981,2021-11-03,1635901215,Charged,z3q,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.34,3.83,FAIRVIEW,TN,37062,US,,
GPA.3346-4258-9433-69863,2021-11-03,1635911199,Charged,x1q,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,USD,5.49,0.00,5.49,GERONIMO,OK,73543,US,,
GPA.3358-5729-9434-19153,2021-11-03,1635911232,Charged,x1q,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.00,3.49,GERONIMO,OK,73543,US,,
GPA.3392-8687-6580-17419,2021-11-03,1635915184,Charged,ZON,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.16,2.15,TENAHA,TX,75974,US,,
GPA.3354-0039-6668-25986,2021-11-03,1635919939,Charged,beyond2q,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.21,3.70,UNINCORPORATED,PA,17821,US,,
GPA.3364-1684-3165-10024,2021-11-03,1635951015,Charged,a71,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3386-5030-8357-60117,2021-11-03,1635956284,Charged,r8q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.00,1.96,CAMDEN,DE,19904,US,,
GPA.3319-6423-8269-40707,2021-11-03,1635962691,Charged,cv7as,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.29,3.78,DONNA,TX,78537,US,,
GPA.3364-6120-2813-05559,2021-11-03,1635963402,Charged,ASUS_I003_1,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.43,0.56,2.99,,,,PT,,
GPA.3300-2759-7487-43528,2021-11-03,1635977631,Charged,p3q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.14,2.10,TRINIDAD,TX,75163,US,,
GPA.3313-3300-8778-25902,2021-11-03,1635978940,Charged,apollo,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,COP,"17,500.00",0.00,"17,500.00",,,700001,CO,,
GPA.3376-6506-8586-67053,2021-11-03,1635979657,Charged,ASUS_P028_1,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.51,6.00,FONTANA,KS,66071,US,,
GPA.3393-9360-2205-19227,2021-11-03,1635979700,Charged,ASUS_P028_1,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.33,3.82,FONTANA,KS,66071,US,,
GPA.3399-0729-1452-13355,2021-11-04,1635997577,Charged,oriole,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.15,2.64,ALPENA,MI,49707,US,,
GPA.3381-6316-5546-37593,2021-11-04,1635997633,Charged,oriole,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.12,2.11,ALPENA,MI,49707,US,,
GPA.3395-4271-8267-31455,2021-11-04,1636003025,Charged,a12u,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.15,2.64,LAURELDALE,PA,19560,US,,
GPA.3378-0271-9744-86171,2021-11-04,1636022111,Charged,HWELE,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3331-0055-9931-72773,2021-11-04,1636032026,Charged,borneo,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.14,2.10,Mitchell,IN,47446,US,,
GPA.3354-9183-4674-47125,2021-11-04,1636032036,Charged,borneo,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.17,2.66,Mitchell,IN,47446,US,,
GPA.3346-8893-6209-93750,2021-11-04,1636035910,Charged,sargo,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,CAD,2.40,0.12,2.52,Calgary,AB,T2J 0T6,CA,,
GPA.3322-7454-4624-47314,2021-11-04,1636050861,Charged,beyond0,Verwijder reclame (Whisky App),com.vansteinengroentjes.apps.whisky,inapp,com.vansteinengroentjes.apps.whisky.adverts,EUR,1.50,0.32,1.82,,,,NL,,
GPA.3347-8520-2543-83711,2021-11-04,1636051310,Charged,OnePlus8,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.36,5.85,Kearny,NJ,07032,US,,
GPA.3313-3300-8778-25902,2021-11-04,1636057608,Refund,apollo,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,COP,"17,500.00",0.00,"-17,500.00",,,700001,CO,,
GPA.3399-6196-4762-75492,2021-11-04,1636067747,Charged,crownqltesq,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.00,2.49,Glendale,CA,91202,US,,
GPA.3384-8046-7908-11492,2021-11-04,1636068119,Charged,mh,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,CRC,"2,000.00",0.00,"2,000.00",San José,,,CR,,
GPA.3394-7011-7992-67654,2021-11-04,1636068167,Charged,mh,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,CRC,"3,300.00",0.00,"3,300.00",San José,,,CR,,
GPA.3300-4453-2226-47130,2021-11-05,1636075984,Charged,flame,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.34,5.83,Springfield,MA,01103,US,,
GPA.3304-3815-7381-97171,2021-11-05,1636076010,Charged,flame,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.22,3.71,Springfield,MA,01103,US,,
GPA.3351-7360-2570-83142,2021-11-05,1636078589,Charged,a71,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,CAD,2.40,0.31,2.71,Hanover,ON,N4N 2G2,CA,,
GPA.3315-7380-1913-67411,2021-11-05,1636078609,Charged,a71,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,CAD,3.69,0.48,4.17,Hanover,ON,N4N 2G2,CA,,
GPA.3367-8969-3867-49678,2021-11-05,1636083307,Charged,crosshatch,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.26,3.75,UNINCORPORATED,MN,55387,US,,
GPA.3385-6056-5587-73985,2021-11-05,1636085566,Charged,d2q,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,USD,5.49,0.00,5.49,Owasso,OK,74055,US,,
GPA.3338-6622-2219-11448,2021-11-05,1636091850,Charged,p3q,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.21,3.70,Catawissa,PA,17820,US,,
GPA.3398-4175-8074-07468,2021-11-05,1636098945,Charged,bramble,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.35,3.84,TACOMA,WA,98409,US,,
GPA.3336-1778-3503-48217,2021-11-05,1636105436,Charged,H8416,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3300-2500-1717-80501,2021-11-05,1636116134,Charged,d2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,Fort Collins,CO,80525,US,,
GPA.3385-1031-2598-52596,2021-11-05,1636128899,Charged,dream2lte,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,EUR,2.45,0.54,2.99,,,,IT,,
GPA.3326-0063-7250-76657,2021-11-05,1636145872,Charged,a21,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.12,2.11,HODGENVILLE,KY,42748,US,,
GPA.3338-2452-0999-31532,2021-11-05,1636150292,Charged,minsk,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.25,3.74,ANOKA,MN,55303,US,,
GPA.3387-2051-6672-38201,2021-11-05,1636150758,Charged,gta4xlwifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,BEAUMONT,TX,77707,US,,
GPA.3371-8250-3645-41730,2021-11-05,1636156654,Charged,c1q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.24,3.73,OSGOOD,IN,47037,US,,
GPA.3379-8679-8679-34724,2021-11-06,1636159237,Charged,b2q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3349-0871-8571-68988,2021-11-06,1636160120,Charged,c1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,OSGOOD,IN,47037,US,,
GPA.3303-1485-0483-21032,2021-11-06,1636193629,Charged,d1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,RENO,NV,89509,US,,
GPA.3350-9340-4412-91769,2021-11-06,1636194270,Charged,crosshatch,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.15,2.14,EUCLID,OH,44117,US,,
GPA.3360-8265-5840-31719,2021-11-06,1636203486,Charged,beyond1,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3376-3079-0739-93031,2021-11-06,1636203510,Charged,beyond1,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3308-2069-6584-89515,2021-11-06,1636203569,Charged,crownlte,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3345-0213-2907-64718,2021-11-06,1636203581,Charged,crownlte,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3397-1209-0209-21721,2021-11-06,1636218011,Charged,d2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,COLUMBUS,GA,31903,US,,
GPA.3389-5621-5425-08565,2021-11-06,1636218022,Charged,d2q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,COLUMBUS,GA,31903,US,,
GPA.3365-0153-9379-15153,2021-11-06,1636219506,Charged,crownlte,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,EUR,1.66,0.33,1.99,,,,FR,,
GPA.3331-4516-6109-46087,2021-11-06,1636221739,Charged,crownqltesq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.35,3.84,Gardendale,AL,35071,US,,
GPA.3374-9208-0036-74929,2021-11-06,1636222447,Charged,beyond0q,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.16,2.15,Glendale,AZ,85307,US,,
GPA.3355-4366-2296-16201,2021-11-06,1636222459,Charged,beyond0q,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.20,2.69,Glendale,AZ,85307,US,,
GPA.3323-0462-6948-95472,2021-11-06,1636223774,Charged,j7topeltevzw,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,HOT SPRINGS,AR,71913,US,,
GPA.3352-6962-6808-14323,2021-11-06,1636227129,Charged,HWCOL,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,EUR,1.77,0.34,2.11,,,,DE,,
GPA.3346-0431-0750-77587,2021-11-06,1636235275,Charged,a52xq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.31,3.80,Lackawanna,NY,14218,US,,
GPA.3318-9178-5563-48902,2021-11-06,1636235352,Charged,a52xq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.48,5.97,Lackawanna,NY,14218,US,,
GPA.3327-4290-0824-80732,2021-11-06,1636238351,Charged,r8q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,Bella Vista,AR,72714,US,,
GPA.3301-7774-9739-62502,2021-11-07,1636243410,Charged,a41,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.19,0.80,4.99,,,,DE,,
GPA.3380-3805-0825-10762,2021-11-07,1636246124,Charged,j7popltevzw,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.44,5.93,LEWISTON,NY,14092,US,,
GPA.3330-2791-0240-69697,2021-11-07,1636246147,Charged,j7popltevzw,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.28,3.77,LEWISTON,NY,14092,US,,
GPA.3329-8362-4231-98971,2021-11-07,1636246693,Charged,P10000_Pro,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,ZAR,70.43,10.56,80.99,Alberton,,1961,ZA,,
GPA.3335-7765-0437-78226,2021-11-07,1636252826,Charged,OnePlusN10TMO,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.00,1.96,STEELVILLE,MO,65565,US,,
GPA.3373-5391-3216-50111,2021-11-07,1636255657,Charged,p3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,STRASBURG,MO,64090,US,,
GPA.3361-0655-7413-63408,2021-11-07,1636288582,Charged,DRD_sprout,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.12,0.87,4.99,,,,BE,,
GPA.3357-2509-5925-34870,2021-11-07,1636312335,Charged,HWMAR,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,2.19,0.80,2.99,,,,DE,,
GPA.3372-8319-1387-64750,2021-11-07,1636320049,Charged,coral,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,MARIETTA,GA,30008,US,,
GPA.3357-3340-5284-86834,2021-11-07,1636323013,Charged,o1q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.18,2.14,LAKE STEVENS,WA,98258,US,,
GPA.3301-7798-8090-62736,2021-11-07,1636323055,Charged,o1q,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.22,2.71,LAKE STEVENS,WA,98258,US,,
GPA.3308-2622-4795-69721,2021-11-08,1636345920,Charged,a51,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,BRL,12.99,0.00,12.99,Rio de Janeiro,RJ,22763-050,BR,,
GPA.3349-3636-0570-82229,2021-11-08,1636345963,Charged,a51,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,BRL,20.99,0.00,20.99,Rio de Janeiro,RJ,22763-050,BR,,
GPA.3341-8592-2939-61201,2021-11-08,1636388725,Charged,a51,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.24,2.73,UNINCORPORATED,TN,37865,US,,
GPA.3367-2149-4089-98095,2021-11-08,1636388773,Charged,a51,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.19,2.18,UNINCORPORATED,TN,37865,US,,
GPA.3398-4569-1524-70087,2021-11-08,1636408463,Charged,TokyoPro,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3318-7176-7053-52992,2021-11-09,1636419002,Charged,c2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.34,5.83,whitinsville,MA,01588,US,,
GPA.3300-8964-1021-11339,2021-11-09,1636422957,Charged,gta4lwifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,CAD,7.49,0.97,8.46,Nepean,ON,K2J 1W7,CA,,
GPA.3395-3131-8007-62948,2021-11-09,1636425095,Charged,crosshatch,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,Hanover,MD,21076,US,,
GPA.3338-6969-9181-92500,2021-11-09,1636425152,Charged,crosshatch,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,Hanover,MD,21076,US,,
GPA.3350-6001-7289-42442,2021-11-09,1636459286,Charged,d2q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.23,3.72,Elkton,SD,57026,US,,
GPA.3394-7855-8635-40500,2021-11-09,1636459343,Charged,d2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.36,5.85,Elkton,SD,57026,US,,
GPA.3347-9901-0266-44551,2021-11-09,1636464870,Charged,redfin,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.13,2.12,Greensboro,NC,27410,US,,
GPA.3385-5259-9998-28597,2021-11-09,1636470244,Charged,sofia,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,LAWTON,OK,73505,US,,
GPA.3349-7258-0597-79595,2021-11-09,1636473281,Charged,d2q,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.14,2.63,NICKERSON,NE,68044,US,,
GPA.3356-7616-1134-21781,2021-11-09,1636478415,Charged,a32x,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,FENTON,MI,48430,US,,
GPA.3319-8834-6269-45285,2021-11-09,1636481553,Charged,r8q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,Virginia Beach,VA,23451,US,,
GPA.3351-9270-3759-49140,2021-11-09,1636493634,Charged,lavender,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,EUR,1.64,0.35,1.99,,,,ES,,
GPA.3333-3718-7098-73213,2021-11-09,1636496092,Charged,d2xq2,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.14,2.13,GULFPORT,MS,39507,US,,
GPA.3365-4132-7899-15552,2021-11-09,1636499553,Charged,a11q,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,CAD,7.49,0.97,8.46,Markham,ON,L3R 9Z6,CA,,
GPA.3378-1081-8184-91209,2021-11-10,1636503052,Charged,rav,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.30,5.79,`Chippewa Falls,WI,54729,US,,
GPA.3323-4876-0300-48523,2021-11-10,1636503314,Charged,rav,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.19,3.68,`Chippewa Falls,WI,54729,US,,
GPA.3337-7454-8125-13406,2021-11-10,1636510803,Charged,minsk,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.14,2.10,Sherman,TX,75092,US,,
GPA.3334-5157-7737-09965,2021-11-10,1636522874,Charged,100011886,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,BOSTWICK,FL,32007,US,,
GPA.3304-6069-0852-38653,2021-11-10,1636523137,Charged,greatqlte,Sport pick up lines (Daily pick up lines),com.vansteinengroentjes.apps.dailypickupline,inapp,sport,USD,1.05,0.05,1.10,HALAWA,HI,96818,US,,
GPA.3389-4396-3465-30850,2021-11-10,1636532432,Charged,p3s,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
