Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3328-8908-8324-78382,"Aug 2, 2021",5:10:46 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,p3q,US,CA,90210,USD,-0.37,0.842200,EUR,-0.31
GPA.3372-2617-2416-99967,"Aug 2, 2021",6:55:05 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_I003_1,US,IN,47130,USD,5.49,0.842100,EUR,4.62
GPA.3372-2617-2416-99967,"Aug 2, 2021",6:55:05 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_I003_1,US,IN,47130,USD,-0.82,0.842100,EUR,-0.69
GPA.3312-6287-2184-08011,"Aug 2, 2021",7:24:43 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,nobleltevzw,US,FL,33936,USD,5.49,0.842300,EUR,4.62
GPA.3312-6287-2184-08011,"Aug 2, 2021",7:24:43 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,nobleltevzw,US,FL,33936,USD,-0.82,0.842300,EUR,-0.69
GPA.3372-6582-2271-70737,"Aug 2, 2021",7:41:06 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,AU,,6000,AUD,4.35,0.620820,EUR,2.70
GPA.3372-6582-2271-70737,"Aug 2, 2021",7:41:06 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,AU,,6000,AUD,-0.65,0.620820,EUR,-0.40
GPA.3305-6716-8993-37156,"Aug 2, 2021",9:27:33 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,ME,04005,USD,3.49,0.842400,EUR,2.94
GPA.3305-6716-8993-37156,"Aug 2, 2021",9:27:33 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,ME,04005,USD,-0.52,0.842400,EUR,-0.44
GPA.3373-4769-5565-82141,"Aug 3, 2021",3:14:38 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8Pro,NL,,6845EM,EUR,3.50,1.000000,EUR,3.50
GPA.3324-0896-3628-01424,"Aug 3, 2021",7:48:13 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crosshatch,US,OH,45205,USD,3.49,0.841350,EUR,2.94
GPA.3324-0896-3628-01424,"Aug 3, 2021",7:48:13 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crosshatch,US,OH,45205,USD,-0.52,0.841350,EUR,-0.44
GPA.3312-2192-2884-93537,"Aug 3, 2021",11:40:23 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh5lm-8m,US,MO,64133,USD,5.49,0.842550,EUR,4.63
GPA.3312-2192-2884-93537,"Aug 3, 2021",11:40:23 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh5lm-8m,US,MO,64133,USD,-0.82,0.842550,EUR,-0.69
GPA.3366-3241-0969-63801,"Aug 3, 2021",12:44:58 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownlte,GB,,CV225JP,GBP,1.84,1.172600,EUR,2.16
GPA.3331-1288-8171-77293,"Aug 3, 2021",12:55:14 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,PA,19031,USD,3.49,0.842950,EUR,2.94
GPA.3331-1288-8171-77293,"Aug 3, 2021",12:55:14 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,PA,19031,USD,-0.52,0.842950,EUR,-0.44
GPA.3307-5502-1769-06733,"Aug 3, 2021",5:30:46 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,FL,33615,USD,5.49,0.842500,EUR,4.63
GPA.3307-5502-1769-06733,"Aug 3, 2021",5:30:46 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,FL,33615,USD,-0.82,0.842500,EUR,-0.69
GPA.3306-4692-4818-55008,"Aug 3, 2021",6:35:21 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,judypn,US,CO,81402,USD,5.49,0.842550,EUR,4.63
GPA.3306-4692-4818-55008,"Aug 3, 2021",6:35:21 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,judypn,US,CO,81402,USD,-0.82,0.842550,EUR,-0.69
GPA.3356-3005-5274-78149,"Aug 3, 2021",7:43:17 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,x1q,US,FL,32824,USD,5.49,0.842950,EUR,4.63
GPA.3356-3005-5274-78149,"Aug 3, 2021",7:43:17 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,x1q,US,FL,32824,USD,-0.82,0.842950,EUR,-0.69
GPA.3393-8612-4238-40507,"Aug 4, 2021",7:14:49 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,KS,66102,USD,5.49,0.841100,EUR,4.62
GPA.3393-8612-4238-40507,"Aug 4, 2021",7:14:49 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,KS,66102,USD,-0.82,0.841100,EUR,-0.69
GPA.3375-9410-2298-78111,"Aug 4, 2021",7:30:27 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,herolte,AU,,3085,AUD,7.26,0.623800,EUR,4.53
GPA.3375-9410-2298-78111,"Aug 4, 2021",7:30:27 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,herolte,AU,,3085,AUD,-1.09,0.623800,EUR,-0.68
GPA.3310-2255-7844-66148,"Aug 4, 2021",11:59:35 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,foles,US,IN,47404,USD,5.49,0.844700,EUR,4.64
GPA.3310-2255-7844-66148,"Aug 4, 2021",11:59:35 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,foles,US,IN,47404,USD,-0.82,0.844700,EUR,-0.69
GPA.3367-4586-5846-00646,"Aug 4, 2021",1:43:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,UT,84058,USD,3.49,0.844650,EUR,2.95
GPA.3367-4586-5846-00646,"Aug 4, 2021",1:43:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,UT,84058,USD,-0.52,0.844650,EUR,-0.44
GPA.3390-3030-8523-89284,"Aug 4, 2021",2:14:56 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a21s,GB,,DE24 0TZ,GBP,1.84,1.173200,EUR,2.16
GPA.3314-1661-5728-33774,"Aug 4, 2021",3:19:47 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,o1q,US,IN,46348,USD,1.99,0.844800,EUR,1.68
GPA.3314-1661-5728-33774,"Aug 4, 2021",3:19:47 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,o1q,US,IN,46348,USD,-0.30,0.844800,EUR,-0.25
GPA.3336-3138-8578-09851,"Aug 4, 2021",5:14:29 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,channel,US,AK,99508,USD,1.99,0.844750,EUR,1.68
GPA.3336-3138-8578-09851,"Aug 4, 2021",5:14:29 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,channel,US,AK,99508,USD,-0.30,0.844750,EUR,-0.25
GPA.3372-0435-9412-97050,"Aug 4, 2021",5:15:06 PM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,channel,US,AK,99508,USD,2.49,0.844750,EUR,2.10
GPA.3372-0435-9412-97050,"Aug 4, 2021",5:15:06 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,channel,US,AK,99508,USD,-0.37,0.844750,EUR,-0.31
GPA.3368-1100-5235-95213,"Aug 4, 2021",6:03:25 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ginna,US,WY,82609,USD,5.49,0.844750,EUR,4.64
GPA.3368-1100-5235-95213,"Aug 4, 2021",6:03:25 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ginna,US,WY,82609,USD,-0.82,0.844750,EUR,-0.69
GPA.3368-5443-6977-55206,"Aug 4, 2021",6:06:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,WY,82609,USD,5.49,0.844750,EUR,4.64
GPA.3368-5443-6977-55206,"Aug 4, 2021",6:06:11 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,WY,82609,USD,-0.82,0.844750,EUR,-0.69
GPA.3302-7435-6804-37946,"Aug 4, 2021",6:12:38 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,OR,97526,USD,5.49,0.844750,EUR,4.64
GPA.3302-7435-6804-37946,"Aug 4, 2021",6:12:38 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,OR,97526,USD,-0.82,0.844750,EUR,-0.69
GPA.3355-3254-9907-15164,"Aug 4, 2021",9:26:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,phoenix_sprout,CA,QC,J5K 2E8,CAD,7.49,0.674100,EUR,5.05
GPA.3355-3254-9907-15164,"Aug 4, 2021",9:26:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,phoenix_sprout,CA,QC,J5K 2E8,CAD,-1.12,0.674100,EUR,-0.75
GPA.3317-2899-2194-37287,"Aug 5, 2021",8:27:04 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv7a,US,MN,55011,USD,5.49,0.844850,EUR,4.64
GPA.3317-2899-2194-37287,"Aug 5, 2021",8:27:04 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv7a,US,MN,55011,USD,-0.82,0.844850,EUR,-0.69
GPA.3325-0460-7101-81350,"Aug 5, 2021",8:27:22 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv7a,US,MN,55011,USD,3.49,0.844850,EUR,2.95
GPA.3325-0460-7101-81350,"Aug 5, 2021",8:27:22 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv7a,US,MN,55011,USD,-0.52,0.844850,EUR,-0.44
GPA.3398-4051-8565-51463,"Aug 5, 2021",1:25:25 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71,GB,,KW17 2QS,GBP,1.84,1.177200,EUR,2.17
GPA.3305-8737-1022-45554,"Aug 6, 2021",3:05:09 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,TN,37347,USD,5.49,0.846600,EUR,4.65
GPA.3305-8737-1022-45554,"Aug 6, 2021",3:05:09 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,TN,37347,USD,-0.82,0.846600,EUR,-0.69
GPA.3355-3254-9907-15164,"Aug 6, 2021",6:21:15 AM PDT,,Charge refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,phoenix_sprout,CA,QC,J5K 2E8,CAD,-7.49,0.674100,EUR,-5.05
GPA.3355-3254-9907-15164,"Aug 6, 2021",6:21:15 AM PDT,,Google fee refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,phoenix_sprout,CA,QC,J5K 2E8,CAD,1.12,0.674100,EUR,0.75
GPA.3320-3575-2133-32545,"Aug 6, 2021",7:43:54 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,joyeuse,GR,,26331,EUR,2.05,1.000000,EUR,2.05
GPA.3364-1605-0912-92306,"Aug 6, 2021",8:45:16 AM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,crosshatch,US,AP,96367,USD,3.49,0.849500,EUR,2.96
GPA.3364-1605-0912-92306,"Aug 6, 2021",8:45:16 AM PDT,,Google fee,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,crosshatch,US,AP,96367,USD,-0.52,0.849500,EUR,-0.44
GPA.3357-3772-8682-51294,"Aug 6, 2021",3:34:21 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ocean,US,WA,98501,USD,5.49,0.850200,EUR,4.67
GPA.3357-3772-8682-51294,"Aug 6, 2021",3:34:21 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ocean,US,WA,98501,USD,-0.82,0.850200,EUR,-0.70
GPA.3378-3704-0208-72814,"Aug 6, 2021",3:56:10 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus9,US,WA,98404,USD,3.49,0.850200,EUR,2.97
GPA.3378-3704-0208-72814,"Aug 6, 2021",3:56:10 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus9,US,WA,98404,USD,-0.52,0.850200,EUR,-0.44
GPA.3360-4859-3841-43798,"Aug 6, 2021",5:18:49 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,MI,48198,USD,5.49,0.850200,EUR,4.67
GPA.3360-4859-3841-43798,"Aug 6, 2021",5:18:49 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,MI,48198,USD,-0.82,0.850200,EUR,-0.70
GPA.3300-2736-3298-01432,"Aug 6, 2021",6:01:03 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,PA,15650,USD,5.49,0.850200,EUR,4.67
GPA.3300-2736-3298-01432,"Aug 6, 2021",6:01:03 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,PA,15650,USD,-0.82,0.850200,EUR,-0.70
GPA.3379-0338-3854-41322,"Aug 6, 2021",7:15:08 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,OR,97504,USD,5.49,0.850200,EUR,4.67
GPA.3379-0338-3854-41322,"Aug 6, 2021",7:15:08 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,OR,97504,USD,-0.82,0.850200,EUR,-0.70
GPA.3358-2805-1683-40638,"Aug 6, 2021",8:03:20 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,NY,12866,USD,3.49,0.850200,EUR,2.97
GPA.3358-2805-1683-40638,"Aug 6, 2021",8:03:20 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,NY,12866,USD,-0.52,0.850200,EUR,-0.44
GPA.3374-0060-9934-32167,"Aug 7, 2021",7:39:11 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,a51,US,NY,12502,USD,1.99,0.850200,EUR,1.69
GPA.3374-0060-9934-32167,"Aug 7, 2021",7:39:11 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,a51,US,NY,12502,USD,-0.30,0.850200,EUR,-0.26
GPA.3365-3504-2727-39426,"Aug 7, 2021",8:43:20 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta2xllte,DE,,48691,EUR,3.56,1.000000,EUR,3.56
GPA.3359-7927-7314-17637,"Aug 7, 2021",8:44:23 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,gta2xllte,DE,,48691,EUR,2.13,1.000000,EUR,2.13
